data_series,algorithm_type,reputation_score,metric_score(FScore(2.0)),configuration
ProcessCpuTime#PLAIN#JVM,SPS,1.0,0.037603616654655954,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(ProcessCpuTime#PLAIN#JVM)+(Minor Page Faults#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.037603616654655954,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(ProcessCpuTime#PLAIN#JVM)/(Minor Page Faults#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.037603616654655954,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(ProcessCpuTime#PLAIN#JVM)-(Minor Page Faults#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.037362366011320904,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Active Memory#PLAIN#CENTOS)/(Cached Memory#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.03711682598854293,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Active Memory#DIFFERENCE#CENTOS)/(Cached Memory#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.03711682598854293,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Active Memory#PLAIN#CENTOS)-(Cached Memory#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.0352602281619867,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Active Memory#PLAIN#CENTOS)+(Cached Memory#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.03502157700900827,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Active Memory#DIFFERENCE#CENTOS)+(Cached Memory#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.03502157700900827,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Active Memory#DIFFERENCE#CENTOS)+(Cached Memory#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.03502157700900827,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
Active Memory#DIFFERENCE#CENTOS,SPS,1.0,0.034183613271867655,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Active Memory#PLAIN#CENTOS)-(Cached Memory#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.033424109447026895,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Active Memory#DIFFERENCE#CENTOS)-(Cached Memory#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.033424109447026895,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Active Memory#DIFFERENCE#CENTOS)-(Cached Memory#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.033424109447026895,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(PageOut#PLAIN#CENTOS)/(Minor Page Faults#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.032132664693544505,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Cached Memory#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.03047754468432409,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Inactive Memory#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.03026582637366405,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#PLAIN#JVM)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.030168297705611143,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#DIFFERENCE#JVM)/(FreePhysicalMemorySize#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.030168297705611143,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CPU Kernel Processes#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.029910909113579964,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CPU User Processes#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.029910909113579964,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Activated Virtual Pages#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.029910909113579964,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Minor Page Faults#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.029910909113579964,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CPU Interrupts#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.029910909113579964,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Free Virtual Pages#DIFFERENCE#CENTOS)/(FreePhysicalMemorySize#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.029910909113579964,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(Free Memory#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.029413093575974825,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CPU Idle Processes#DIFFERENCE#CENTOS)/(SystemCpuLoad#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.02718935178156101,pdv=0.999&pos=0.999&pov=0.999&dweight=1&m=40&pds=0.999&n=40&
(CPU Idle Processes#PLAIN#CENTOS)/(Minor Page Faults#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.026415541340914474,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=20&pds=0.9999&n=20&
(CommittedVirtualMemorySize#PLAIN#JVM)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026410618006984,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#DIFFERENCE#JVM)-(FreePhysicalMemorySize#DIFFERENCE#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.026410618006984,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#DIFFERENCE#JVM)-(FreePhysicalMemorySize#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026410618006984,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
FreePhysicalMemorySize#DIFFERENCE#JVM,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Kernel Processes#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Kernel Processes#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Free Memory#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Free Memory#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU User Processes#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU User Processes#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Cached Memory#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Cached Memory#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Activated Virtual Pages#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Activated Virtual Pages#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Minor Page Faults#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Minor Page Faults#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Interrupts#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Interrupts#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Files#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Files#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Free Virtual Pages#DIFFERENCE#CENTOS)+(FreePhysicalMemorySize#DIFFERENCE#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Free Virtual Pages#DIFFERENCE#CENTOS)-(FreePhysicalMemorySize#DIFFERENCE#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Free Virtual Pages#DIFFERENCE#CENTOS)+(FreePhysicalMemorySize#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Free Virtual Pages#DIFFERENCE#CENTOS)-(FreePhysicalMemorySize#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Memory#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Memory#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026169304982618276,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Files#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.026162266932101965,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageOut#PLAIN#CENTOS)-(Minor Page Faults#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.025527954632432244,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageOut#PLAIN#CENTOS)+(Minor Page Faults#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.023168684549281563,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#PLAIN#JVM)+(FreePhysicalMemorySize#PLAIN#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.02302771855010661,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#DIFFERENCE#JVM)+(FreePhysicalMemorySize#DIFFERENCE#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.02302771855010661,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#DIFFERENCE#JVM)+(FreePhysicalMemorySize#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.02302771855010661,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#PLAIN#JVM)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.021584543741560512,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(NonHeapMemoryUsage.used#PLAIN#JVM)-(Minor Page Faults#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.01927860696517413,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
PageOut#PLAIN#CENTOS,SPS,1.0,0.01922207146087743,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(PageIn#PLAIN#CENTOS)+(PageOut#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.01922207146087743,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(PageIn#PLAIN#CENTOS)-(PageOut#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.01922207146087743,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(PageIn#PLAIN#CENTOS)/(PageOut#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.018543645409317046,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(NonHeapMemoryUsage.used#PLAIN#JVM)+(Minor Page Faults#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.01799699384145574,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
PageOut#DIFFERENCE#CENTOS,SPS,1.0,0.017456424172842083,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageIn#DIFFERENCE#CENTOS)+(PageOut#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.017456424172842083,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageIn#DIFFERENCE#CENTOS)-(PageOut#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.017456424172842083,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageIn#DIFFERENCE#CENTOS)+(PageOut#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.017456424172842083,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageIn#DIFFERENCE#CENTOS)-(PageOut#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.017456424172842083,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageIn#PLAIN#CENTOS)+(PageOut#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.017456424172842083,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageIn#PLAIN#CENTOS)-(PageOut#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.017456424172842083,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageIn#DIFFERENCE#CENTOS)/(PageOut#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.01687111542247627,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(PageIn#PLAIN#CENTOS)/(PageOut#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.01687111542247627,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Active Files#DIFFERENCE#CENTOS)/(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.01679998415073042,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
Active Files#DIFFERENCE#CENTOS,SPS,1.0,0.016560795478705925,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=10&pds=0.9999&n=10&
(PageOut#PLAIN#CENTOS)/(Minor Page Faults#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,SPS,1.0,0.015594376601839287,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=1&m=20&pds=0.9999&n=20&
(NonHeapMemoryUsage.used#PLAIN#JVM)/(Minor Page Faults#PLAIN#CENTOS)#PLAIN#COMPOSITION,SPS,1.0,0.01371817383669886,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
NonHeapMemoryUsage.used#PLAIN#JVM,SPS,1.0,0.013443810359964881,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#PLAIN#JVM)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.01268168959125939,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
CommittedVirtualMemorySize#DIFFERENCE#JVM,SPS,1.0,0.012437810945273632,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
FreePhysicalMemorySize#PLAIN#JVM,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Kernel Processes#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Kernel Processes#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Free Memory#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Free Memory#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU User Processes#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU User Processes#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Cached Memory#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Cached Memory#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Activated Virtual Pages#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Activated Virtual Pages#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Minor Page Faults#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Minor Page Faults#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Interrupts#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Interrupts#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Files#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Files#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Memory#PLAIN#CENTOS)+(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Memory#PLAIN#CENTOS)-(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.012001396526141224,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Files#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.011586802827965434,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Inactive Memory#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.011586802827965434,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Kernel Processes#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.011390416339355851,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU User Processes#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.011390416339355851,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CommittedVirtualMemorySize#PLAIN#JVM)/(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.011390416339355851,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Cached Memory#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.011390416339355851,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Activated Virtual Pages#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.011390416339355851,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Minor Page Faults#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.011390416339355851,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(CPU Interrupts#PLAIN#CENTOS)/(FreePhysicalMemorySize#PLAIN#JVM)#PLAIN#COMPOSITION,SPS,1.0,0.011390416339355851,pdv=0.9999&pos=0.9999&pov=0.9999&dweight=0&m=10&pds=0.9999&n=10&
(Tcp_TimeWait#DIFFERENCE#UNIX_NETWORK)/(SystemCpuLoad#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,SPS,1.0,0.010121804769257163,pdv=0.99&pos=0.99&pov=0.99&dweight=0&m=20&pds=0.99&n=20&
